ZTSJ6537120: 48.682.994/3446-75<->74.191.138/6225-74
ZPQU0558313: 5927kg (56%)
DDIJ3460274: 9961kg (56%)
RTGU3036182: 8288kg (56%)
VZXJ7068066: 10492kg (56%)
XUOZ6173247: 8050kg (56%)
ZCKZ7137177: 13020kg (56%)
RDHZ6800602: 12884kg (56%)
EPIU7005823: 16586kg (56%)
IFZJ9777058: 13960kg (56%)
EFTJ7477628: 7311kg (56%)
DARJ6188515: 15258kg (56%)
RNEU8689196: 15670kg (56%)
NJOZ3384113: 16524kg (56%)
XGWJ1194970: 15139kg (56%)
UGAU4345612: 14337kg (56%)
ZPFZ4112828: 10162kg (56%)
DMFJ1298616: 13640kg (56%)
HNXZ4548684: 13993kg (56%)
FDOU3038679: 10216kg (56%)
UBHU2560138: 16285kg (56%)
CIJZ0743762: 15775kg (56%)
EDPZ3398295: 15514kg (56%)
OTJZ2207711: 15584kg (56%)
EWUJ9357581: 14877kg (56%)
FGGJ2184373: 8793kg (56%)
POIU0528602: 12974kg (56%)
GADU5977642: 9087kg (56%)
LEGU5432475: 6191kg (56%)
OVFJ8547612: 9638kg (56%)
FRCJ5925126: 13678kg (56%)
IBKJ8372382: 13069kg (56%)
FAUU2024042: 9138kg (56%)
EMQJ2200951: 9948kg (56%)
UENU1300600: 6221kg (56%)
QZAJ6819358: 8476kg (56%)
SWHJ5076573: 8094kg (56%)
QGBZ2943250: 14437kg (56%)
TBTU0735067: 15455kg (56%)
YQXZ6144140: 9709kg (56%)
LQQZ5903035: 15954kg (56%)
IEZZ6934341: 16252kg (55%)
XWLZ8814203: 5901kg (55%)
PAYJ8672429: 12493kg (55%)
GJZZ7614151: 16184kg (55%)
GWZJ3568307: 5524kg (55%)
YESU7067252: 9154kg (55%)
OUGJ9344938: 8186kg (55%)
RQYZ4304330: 12644kg (55%)
CESU7232708: 15024kg (55%)
BQAU0582373: 10699kg (55%)
UXWU7634556: 16248kg (55%)
BOMZ7881543: 12441kg (55%)
TOZJ0923262: 13095kg (55%)
NJCJ2296771: 9261kg (55%)
NZHZ2853917: 13666kg (55%)
CDSJ4762202: 9499kg (55%)
SZQU9269491: 13180kg (55%)
IOHZ0938801: 13014kg (55%)
EWZU3884921: 16224kg (55%)
NXJJ9336356: 16401kg (55%)
LSSU2770105: 12830kg (55%)
IREZ8418370: 14333kg (55%)
QYYJ9933753: 8063kg (55%)
VAKU5594116: 10568kg (55%)
HQXZ8554813: 15769kg (55%)
KCFU4314800: 16059kg (55%)
DWRJ6223103: 14318kg (55%)
NNYU1786875: 12763kg (55%)
IFXJ7315550: 10191kg (55%)
BPXZ3332343: 9201kg (55%)
VQQU0895391: 15246kg (55%)
WWHU1091790: 16409kg (55%)
YDMZ2137974: 15914kg (55%)
XLPZ6039506: 8674kg (55%)
XOSU0188235: 14832kg (55%)
PICZ0995865: 16085kg (55%)
JSTU8203305: 15231kg (55%)
OLHZ9695757: 10176kg (55%)
OKMJ5803797: 13895kg (55%)
SRCZ0547245: 13895kg (55%)
KZWJ7291697: 15642kg (55%)
VPQU8075290: 10211kg (55%)
HNDU5336572: 7978kg (55%)
YJYJ7520894: 15504kg (55%)
SNSJ1177710: 6975kg (55%)
RNAU1251159: 6940kg (55%)
YBXZ2939002: 7190kg (55%)
VQKZ1288389: 7359kg (55%)
URDZ8709590: 16098kg (55%)
GTGZ6772254: 14454kg (55%)
GBUU9068298: 13968kg (55%)
RTVJ1707631: 13352kg (55%)
MUMJ9496435: 9424kg (55%)
GUBZ3641856: 6775kg (55%)
MLNU5235605: 16044kg (55%)
PFWU4943999: 9959kg (55%)
KVMZ2914659: 13897kg (55%)
CAAZ4547557: 9997kg (55%)
FFVZ9189550: 12560kg (55%)
ZUUZ5416117: 14583kg (55%)
NCFZ7694277: 13366kg (55%)
RDAU1784260: 12739kg (55%)
MLJJ5876594: 13576kg (55%)
HSCJ1202266: 10211kg (55%)
AHAU1238459: 15276kg (55%)
QZKJ4107866: 16298kg (55%)
IXHZ4512159: 16338kg (55%)
DMPJ8272299: 6442kg (55%)
TAMJ4321177: 5712kg (55%)
JZIU6679757: 10263kg (55%)
UJXJ2550234: 13905kg (54%)
OCGZ5636898: 10341kg (54%)
BBXZ1480952: 7472kg (54%)
AMHJ8838244: 6631kg (54%)
KSBJ9698724: 12751kg (54%)
CZKJ2157111: 9270kg (54%)
RTGU7668726: 5745kg (54%)
QUHU7712966: 14959kg (54%)
NKCU8854513: 13014kg (54%)
DKWJ5566561: 16043kg (54%)
SGOZ6164227: 9985kg (54%)
TEEZ2616008: 12317kg (54%)
IZBJ0844685: 12237kg (54%)
PYNJ4964693: 8055kg (54%)
FUZU5332995: 14699kg (54%)
TPAZ2020647: 12599kg (54%)
NBBJ4596540: 12988kg (54%)
JCCJ3674309: 15267kg (54%)
UQXJ5463722: 11687kg (54%)
FBQJ1036283: 14086kg (54%)
ZZDZ3242232: 15303kg (54%)
IMCU5373237: 8196kg (54%)
UWYU3462814: 12807kg (54%)
HCRU2143001: 14275kg (54%)
EZSJ5653072: 8065kg (54%)
NYSJ0029714: 15610kg (54%)
OXPU8939816: 13034kg (54%)
IOHZ5220048: 7114kg (54%)
VITZ6784112: 14658kg (54%)
KIIU6006996: 7361kg (54%)
FFCZ6549637: 16127kg (54%)
BPMJ0793182: 15799kg (54%)
YFTJ9208119: 6467kg (54%)
ASPJ6599140: 15144kg (54%)
WJBU3802711: 13245kg (54%)
EPFZ4004396: 9134kg (54%)
LEIZ0316236: 13667kg (54%)
QAXZ0981833: 15800kg (54%)
ERKJ9092068: 11755kg (54%)
UJLZ0320101: 6009kg (54%)
CSPJ3570942: 14102kg (54%)
PFLZ3744372: 13054kg (54%)
XBBU0511736: 13894kg (54%)
KQEJ7583686: 10463kg (54%)
XBWU8060237: 15671kg (54%)
EWTZ4809160: 7761kg (54%)
TGIU4242561: 12935kg (54%)
OIUZ4970857: 10476kg (54%)
HLLJ8126072: 13541kg (54%)
WFIZ4838197: 11997kg (54%)
QHRU8355640: 13908kg (54%)
EKHJ5308848: 13826kg (54%)
FLBU3310676: 15849kg (54%)
GLSZ7433582: 6342kg (54%)
OWBJ9573538: 11994kg (54%)
GFLJ6046081: 13103kg (54%)
KRHZ6758744: 13315kg (54%)
XXLU5021674: 14007kg (54%)
OUEJ0727899: 13505kg (54%)
REEU2754912: 9928kg (54%)
WCVZ4773673: 10126kg (54%)
DCQJ5832112: 8190kg (54%)
XXOZ1623985: 14976kg (54%)
FUYJ4048638: 13298kg (54%)
UPFU2513437: 15610kg (54%)
KNRU4961007: 11820kg (54%)
JFHJ9431718: 13817kg (54%)
SNJU8180400: 13193kg (54%)
MBQU3601463: 15633kg (54%)
RJSJ9222458: 5454kg (54%)
ABXJ3373257: 8314kg (54%)
AQAU9922669: 13921kg (54%)
OBKJ2777623: 9420kg (54%)
ZUAU4398330: 7405kg (54%)
HDLU6653699: 9019kg (54%)
YUEZ0616138: 13560kg (54%)
YNNZ1086813: 15444kg (54%)
MNYU0160206: 16170kg (54%)
SDQZ9824378: 5476kg (54%)
OPTJ2130271: 8751kg (54%)
OBUZ9788387: 14929kg (54%)
OLGU7526440: 9040kg (54%)
NCDZ5157311: 8336kg (54%)
WRWU0563846: 15059kg (54%)
ALHZ2006064: 5502kg (54%)
SMSU5454142: 9705kg (54%)
OLEZ1454603: 15661kg (54%)
JFYZ6160124: 14577kg (54%)
XYGJ3181657: 13304kg (54%)
LRLZ1076693: 11602kg (54%)
MTFJ8152766: 6781kg (53%)
XMNU6268553: 15357kg (53%)
RALU3400575: 6928kg (53%)
BNUZ9916779: 12799kg (53%)
BJKJ5994774: 12515kg (53%)
DGMU4835796: 6891kg (53%)
SFRZ2418582: 14707kg (53%)
GZVZ0688147: 9491kg (53%)
MGYJ8803736: 14554kg (53%)
UJHU8977211: 9229kg (53%)
TYCJ5229311: 14726kg (53%)
QALZ9132842: 13808kg (53%)
KJTJ6177095: 11576kg (53%)
QSOU3278038: 13822kg (53%)
SYLJ8380757: 9968kg (53%)
DGRJ8972409: 12491kg (53%)
YKNZ9270003: 14696kg (53%)
OHMU5285658: 13998kg (53%)
HGFU2856002: 11495kg (53%)
BLNU3484289: 13783kg (53%)
JBOU9878345: 13363kg (53%)
PMSU2451910: 15693kg (53%)
QPDJ6200107: 5677kg (53%)
UXFJ3860538: 14140kg (53%)
HIJU4241124: 12708kg (53%)
BVXJ4304826: 12994kg (53%)
IQWJ8959070: 9773kg (53%)
CBBU1579264: 14735kg (53%)
EBQJ0628454: 9519kg (53%)
NJAU6460387: 15696kg (53%)
JLPZ2568929: 8304kg (53%)
LMYJ5638333: 7684kg (53%)
MBXU4120224: 15631kg (53%)
CTTU1901555: 11773kg (53%)
LJNZ6464901: 15241kg (53%)
FDXZ0512340: 14092kg (53%)
XYCZ6478827: 8941kg (53%)
TNAU2485020: 12382kg (53%)
XKVZ1222777: 13895kg (53%)
EUBZ4603724: 12649kg (53%)
QGGJ8335689: 14938kg (53%)
FKZJ3149656: 11778kg (53%)
ZGIJ4250079: 6287kg (53%)
KEIJ8782255: 9410kg (53%)
RMYZ1768693: 8108kg (53%)
ZFMU1971483: 5751kg (53%)
QNNJ5749837: 15196kg (53%)
GCQZ1916789: 12678kg (53%)
VKJJ7163328: 8069kg (53%)
KTAJ9248200: 14479kg (53%)
FVGU4950690: 8468kg (53%)
CRYZ7118156: 12406kg (53%)
JGLU2979240: 11284kg (53%)
YJYU4226950: 15712kg (53%)
PWEZ9356334: 11426kg (53%)
TQZJ8234754: 8502kg (53%)
NASJ3070698: 15274kg (53%)
RRBU2465572: 15219kg (53%)
NBHU9912760: 7284kg (53%)
MAXJ3238849: 14466kg (53%)
RPGU1120218: 10335kg (53%)
IEZZ3854289: 10276kg (53%)
EASZ3023772: 11559kg (53%)
TYXU6750096: 9512kg (53%)
JIFZ3086570: 7948kg (53%)
GSXJ6542660: 13919kg (53%)
SNTU9469051: 12945kg (53%)
TERJ9334001: 15064kg (53%)
RYSU7583259: 7313kg (53%)
SLZU1003616: 8545kg (53%)
WVHZ9309640: 5712kg (53%)
XBTU1652174: 8773kg (53%)
YJIJ5312223: 13546kg (53%)
TPXU3027350: 11903kg (53%)
KTAU7749252: 11327kg (53%)
EPPU4943131: 7473kg (53%)
CGLU2356814: 14872kg (53%)
AFIJ9197822: 12873kg (53%)
KCLZ8437301: 15186kg (53%)
FQMJ2105043: 9328kg (53%)
PWNJ1334096: 12034kg (53%)
YNRZ0541201: 12896kg (53%)
VBHJ9065204: 14187kg (53%)
CLUJ8083706: 12064kg (53%)
QMHU1689328: 9203kg (53%)
NGUJ9437736: 15317kg (53%)
DGWZ4279377: 15304kg (53%)
WHOZ8757016: 6878kg (53%)
NEPJ8745278: 9414kg (53%)
ONHJ8004979: 15645kg (53%)
YBFJ5390148: 10290kg (53%)
CQAZ9878783: 15942kg (53%)
TIIZ4171170: 5440kg (53%)
TGGU8357768: 8991kg (53%)
TIRZ2789049: 8688kg (53%)
GUYJ5816610: 10415kg (53%)
BZZU2027491: 6123kg (53%)
DXTJ6708451: 12948kg (52%)
EZCZ7165268: 8512kg (52%)
OVIJ8819060: 9781kg (52%)
ENPJ5506655: 11780kg (52%)
NGJZ0471552: 14154kg (52%)
LHKZ5930348: 12568kg (52%)
IVCJ0123679: 10683kg (52%)
HYZJ8795299: 10155kg (52%)
XPHJ6291574: 9476kg (52%)
LKUZ3368184: 12266kg (52%)
ACJJ0548370: 7084kg (52%)
VQRZ6534912: 15149kg (52%)
QOGJ9246108: 8973kg (52%)
FLPU1957703: 12405kg (52%)
PIXJ9921857: 12157kg (52%)
VSBU9582289: 7390kg (52%)
EJEJ7358593: 9318kg (52%)
GOTU3629697: 15132kg (52%)
FZJZ9938483: 13537kg (52%)
RWZU9694536: 13502kg (52%)
IQRZ1877192: 15587kg (52%)
MFUU8130461: 9249kg (52%)
ZOCJ9302540: 13663kg (52%)
VOQJ6839565: 8887kg (52%)
MFZJ5697610: 11815kg (52%)
ZZPZ8924125: 15435kg (52%)
FDGU7524385: 12503kg (52%)
ZMKU7999404: 12098kg (52%)
EJSU8781735: 6488kg (52%)
BGMZ0993755: 14968kg (52%)
SEWU4593486: 14562kg (52%)
FQRU5325149: 14740kg (52%)
OEWJ3254281: 13089kg (52%)
TDGU5311912: 10886kg (52%)
OZYJ1412414: 7534kg (52%)
USKU1881416: 14579kg (52%)
ODSJ8572720: 8481kg (52%)
IDLU4999163: 10976kg (52%)
CUEZ9870380: 14777kg (52%)
WRDJ1154564: 12947kg (52%)
KOCU5965003: 14097kg (52%)
TWGJ9707575: 11329kg (52%)
MRBJ5187681: 14580kg (52%)
HWZU0426201: 13912kg (52%)
SEHU3117479: 6069kg (52%)
XKHU5283069: 15022kg (52%)
GBQU9750873: 8059kg (52%)
LADU9384138: 6110kg (52%)
WFHU3649768: 11829kg (52%)
HCIJ6374066: 7443kg (52%)
JYXJ8808791: 9272kg (52%)
TNRU3822305: 13479kg (52%)
TFIU8402605: 15017kg (52%)
EGWJ3340119: 8092kg (52%)
JJQJ7164666: 12240kg (52%)
XJZZ1664341: 11829kg (52%)
UOFJ4305097: 9029kg (52%)
IYSZ4439672: 8987kg (52%)
PRTJ0320444: 9035kg (52%)
JIZU9052526: 14955kg (52%)
LETZ3666660: 13214kg (52%)
IFPJ8193573: 7917kg (52%)
BKZU8585658: 14659kg (52%)
VNEU8680407: 11410kg (52%)
FWVZ1050498: 11114kg (52%)
CSZU9141156: 11846kg (52%)
QHLJ1518876: 12238kg (52%)
AXQZ3849320: 9750kg (52%)
BTRU6988780: 15113kg (51%)
BRYJ4974764: 11004kg (51%)
PJKZ8164124: 8941kg (51%)
YAKJ8300116: 14645kg (51%)
HQCZ6212939: 10512kg (51%)
SMYZ0848022: 12489kg (51%)
JXGZ0994048: 10604kg (51%)
VXUZ9063001: 7520kg (51%)
YHEJ1326458: 8249kg (51%)
CNUZ7340143: 8885kg (51%)
VSUU7870015: 11786kg (51%)
SGIJ8940172: 14073kg (51%)
NDKJ1281838: 14599kg (51%)
GTKJ0097030: 12565kg (51%)
YBKZ8861308: 11038kg (51%)
EHOU2180368: 8648kg (51%)
JYLZ3786859: 5992kg (51%)
KERZ9801930: 12700kg (51%)
JQOZ2732363: 12267kg (51%)
DBXJ7221262: 8268kg (51%)
RRZZ9915203: 6585kg (51%)
IAHJ0374245: 13280kg (51%)
CFMJ7761350: 7909kg (51%)
ZGYU3962162: 8219kg (51%)
WYFZ3624706: 12787kg (51%)
OFMU2219043: 14749kg (51%)
LLZU6912036: 12802kg (51%)
NXVJ7639729: 10913kg (51%)
YQVU0225431: 13421kg (51%)
BIOZ4151061: 12707kg (51%)
NRUU8052631: 13121kg (51%)
BTRU3837679: 11696kg (51%)
FVMU0929078: 15155kg (51%)
KXQJ7129256: 10841kg (51%)
VFZZ3170685: 7247kg (51%)
TOBZ3780044: 7164kg (51%)
KDAJ7204611: 6439kg (51%)
PDJU5939589: 10574kg (51%)
YXTZ3623555: 7458kg (51%)
TQIZ2600675: 7154kg (51%)
UEVJ8721673: 15161kg (51%)
FTHZ0706163: 13741kg (51%)
DHEU4084093: 6261kg (51%)
HZIZ3491275: 11626kg (51%)
CWEJ8154249: 15019kg (51%)
CSTZ3029209: 13155kg (51%)
YFDU7323502: 12783kg (51%)
IRYU0729812: 11399kg (51%)
AJTU0163043: 12945kg (51%)
NJAJ4966632: 12347kg (51%)
RGIU2783461: 13963kg (51%)
KZNU0345488: 15046kg (51%)
XKNU5128100: 13166kg (51%)
PEXU1774953: 9049kg (51%)
WCAU8209209: 8025kg (51%)
CKGU2244019: 10843kg (51%)
FRAJ0318490: 5476kg (51%)
UTMU5485479: 11227kg (51%)
YUCJ2651590: 8065kg (51%)
THKJ7739603: 9117kg (51%)
BIQZ6055867: 12630kg (51%)
BFKZ5907488: 9261kg (51%)
DKLU4780508: 9360kg (51%)
HIFU5613853: 12845kg (51%)
GWQJ5050084: 10043kg (51%)
EQXJ2362051: 10786kg (51%)
IYSU2444080: 10645kg (51%)
MDJZ9230414: 11041kg (51%)
UFWZ4393269: 8617kg (51%)
QOZZ4660041: 9163kg (51%)
ZRDU1867525: 15114kg (51%)
GFNU6776927: 13474kg (51%)
LLXZ8008225: 14253kg (51%)
HOBZ8760117: 9474kg (51%)
OCCU7352028: 9817kg (51%)
MQLJ9443146: 7801kg (51%)
KGTJ8971808: 10893kg (51%)
GWZZ3199505: 12628kg (51%)
PPBU4933361: 13216kg (51%)
UXNU3477447: 9335kg (51%)
PTNZ2535230: 14379kg (51%)
CLLZ3552313: 13970kg (51%)
FFWU0259036: 12891kg (51%)
TRXZ2139739: 12732kg (51%)
PKJU3021154: 6417kg (51%)
OHHZ9457603: 13381kg (51%)
FDZU9647782: 10974kg (51%)
ZHZU3529611: 8275kg (50%)
YTGJ5535130: 7996kg (50%)
ZBMU8763592: 8765kg (50%)
XBBU9478239: 14714kg (50%)
WXZU8678920: 13301kg (50%)
TEUZ9546774: 12680kg (50%)
OFUU2524320: 13799kg (50%)
BVYZ7686892: 14511kg (50%)
TEOZ2872223: 11159kg (50%)
RHLJ1612140: 11954kg (50%)
MRDZ5823871: 13616kg (50%)
CLYJ6495202: 9596kg (50%)
YDTZ4822740: 8801kg (50%)
QSBZ6941375: 10744kg (50%)
NJUZ6955210: 5389kg (50%)
AQCJ2593243: 13796kg (50%)
TWDJ0542840: 14278kg (50%)
TLUJ7740681: 10714kg (50%)
MLCJ6448571: 9875kg (50%)
JVJU4657142: 9810kg (50%)
IZJU9312782: 12226kg (50%)
ASUZ4146169: 11105kg (50%)
MROU6033181: 14747kg (50%)
ULLZ8272757: 12543kg (50%)
ZPXJ5219594: 9677kg (50%)
NRSZ5197277: 11051kg (50%)
TTQJ9176988: 8505kg (50%)
JBSZ1965769: 9430kg (50%)
OVDJ4431194: 11574kg (50%)
VLNJ1305627: 8322kg (50%)
PISU2280168: 8856kg (50%)
IIMU7344291: 10761kg (50%)
QHEU1171612: 12729kg (50%)
IFQU4370878: 11189kg (50%)
QTOU3855129: 13465kg (50%)
PLVU6682879: 11194kg (50%)
ZQAU8473869: 13916kg (50%)
RKDU1992474: 11693kg (50%)
XSAU0525505: 13952kg (50%)
QEPJ6964281: 13590kg (50%)
XFIZ8015923: 5437kg (50%)
GVPJ1147074: 12536kg (50%)
UMTZ0778100: 12878kg (50%)
BANU9846442: 14454kg (50%)
OFAZ1486583: 11976kg (50%)
WJMZ6314981: 5196kg (50%)
BVTJ7738981: 13159kg (50%)
WKHU4590148: 11010kg (50%)
SDRU8191784: 12822kg (50%)
BMMJ7855621: 5537kg (50%)
ORJU6082003: 8525kg (50%)
WWZJ4765407: 6168kg (50%)
NUQJ7465060: 13452kg (50%)
GHMZ3434218: 6861kg (50%)
HZOZ1057899: 5973kg (50%)
DYVU8414742: 9950kg (50%)
TPMJ6158765: 13842kg (50%)
CIAJ5585487: 7346kg (50%)
TIBZ0110919: 14759kg (50%)
TJTU8647870: 7655kg (50%)
QUIJ1236987: 11357kg (50%)
ZWLU9514925: 12582kg (50%)
PZDJ4920937: 13835kg (50%)
DTNJ1623513: 11506kg (50%)
QJYZ5783622: 14891kg (50%)
LZYU0440959: 12973kg (50%)
UJRZ4166715: 10761kg (50%)
DTLU7392892: 9040kg (50%)
BFEU2782383: 7007kg (50%)
NWTJ7347650: 8895kg (50%)
OHZU5232585: 9961kg (50%)
IZGJ4703210: 5472kg (50%)
GUEU5793361: 14893kg (50%)
YQLJ6398805: 13739kg (50%)
BKMU3987813: 14758kg (50%)
ZBBU5555248: 14865kg (50%)
ONHJ2379664: 6709kg (50%)
SVWZ1078855: 7846kg (50%)
VFZZ1357820: 13943kg (50%)
CGJU1548551: 5773kg (50%)
LHWU6750106: 7920kg (50%)
QSRZ6660573: 10935kg (50%)
EWEZ6625975: 8120kg (49%)
WWPU4562854: 9057kg (49%)
CLEZ4124807: 11691kg (49%)
DHWJ6501396: 10503kg (49%)
XFIJ4203868: 7048kg (49%)
YLPU4603388: 8546kg (49%)
KFHJ6260811: 14652kg (49%)
FRMU7799928: 11664kg (49%)
LMLJ1806748: 11518kg (49%)
BMUU8026935: 7811kg (49%)
WTRU2900787: 6570kg (49%)
WZOJ2374466: 8409kg (49%)
DWRJ3284922: 5564kg (49%)
NVOZ8389122: 9288kg (49%)
YGCZ6675436: 11184kg (49%)
ZQGJ4600076: 8247kg (49%)
QTEZ8991713: 5896kg (49%)
KQJJ5185654: 14610kg (49%)
GGSJ7329412: 6085kg (49%)
BYSU6573099: 9174kg (49%)
JZNU4370726: 8722kg (49%)
BLZJ4676902: 11804kg (49%)
RDWU4114721: 12318kg (49%)
RTHJ6476803: 8642kg (49%)
BOAU7967074: 9812kg (49%)
OQPU3890952: 13988kg (49%)
XXVU7378158: 11410kg (49%)
CPQZ8785625: 12420kg (49%)
WGAU4271330: 13395kg (49%)
JIPJ2472059: 9508kg (49%)
PUFU9188994: 8403kg (49%)
QHOZ0424114: 11739kg (49%)
WXTJ7253287: 9212kg (49%)
MGTU0910635: 8736kg (49%)
TBDJ0767603: 11711kg (49%)
HEWU7333548: 10610kg (49%)
WDUJ1707281: 8827kg (49%)
CMBJ2610704: 14232kg (49%)
SWMZ1848787: 14246kg (49%)
QUOU3405452: 5537kg (49%)
WOKZ3160616: 14377kg (49%)
RPIU2100713: 14257kg (49%)
HZGU8584188: 13670kg (49%)
HXOJ3440424: 11812kg (49%)
SMVU6311658: 11848kg (49%)
DHSJ8902812: 8802kg (49%)
XCUJ8246990: 14268kg (49%)
JKPJ9800213: 7753kg (49%)
TJTU3716342: 8223kg (49%)
VYSZ2593907: 7984kg (49%)
ZDIU9376201: 8116kg (49%)
EUXU6793252: 7269kg (49%)
FKTU9114684: 14714kg (49%)
NOBZ7324318: 13856kg (49%)
JAJJ4201850: 13835kg (49%)
JOTU5037850: 13480kg (49%)
ZNEJ7019005: 12543kg (49%)
ZABU6026554: 11839kg (49%)
ODHZ3685639: 9000kg (49%)
TSYU4944118: 13188kg (49%)
SGQJ5480064: 13958kg (49%)
XFLZ2712507: 8647kg (49%)
XEWZ2673913: 8535kg (49%)
NPHZ5573442: 9752kg (49%)
EFOJ9963667: 13272kg (49%)
OVZZ7868332: 10917kg (49%)
XYGU5512173: 5329kg (49%)
RVEU6455798: 12151kg (49%)
FGNU0983211: 12361kg (49%)
QWEJ9049887: 10020kg (49%)
WFFU6167617: 13719kg (49%)
ZZLU6096044: 8961kg (49%)
YQQJ8095581: 7491kg (49%)
GCOJ9265833: 12708kg (49%)
ECTZ1262551: 9666kg (49%)
KIYZ8052715: 10533kg (49%)
XYFZ4900911: 8136kg (49%)
IRYU8714443: 10784kg (49%)
HBVJ7498064: 13137kg (49%)
QDGJ3376031: 12934kg (49%)
MYTU4417384: 12449kg (49%)
JOZJ3066367: 10725kg (49%)
UTSZ6625791: 11740kg (48%)
WSEJ8866030: 13861kg (48%)
FIYJ1743790: 7047kg (48%)
WXAJ4717935: 6152kg (48%)
YOFZ4985641: 11021kg (48%)
PDTZ2280759: 13291kg (48%)
RTWJ9952839: 12032kg (48%)
NXEU8337681: 9579kg (48%)
YOGJ6742678: 12459kg (48%)
DCZZ7571280: 12968kg (48%)
DDCZ8890564: 11225kg (48%)
SAUU7320731: 12260kg (48%)
RSYJ5781095: 9360kg (48%)
LVNU5813644: 8397kg (48%)
XMZU7114534: 9143kg (48%)
PZBZ0167471: 9134kg (48%)
WBNZ2214519: 13857kg (48%)
UYXJ9359583: 10994kg (48%)
TTOJ8438351: 10538kg (48%)
EYXU5942433: 6187kg (48%)
JZWZ9999168: 14202kg (48%)
IKDU0296927: 9715kg (48%)
QDOZ9473153: 9402kg (48%)
IKIJ3067201: 9350kg (48%)
OMFZ8760984: 6781kg (48%)
SLRU1578425: 8319kg (48%)
CSSJ0879674: 8821kg (48%)
TFFJ5124827: 12939kg (48%)
CPEZ3587804: 6662kg (48%)
IVJJ5961524: 12579kg (48%)
ZCAJ4789754: 5719kg (48%)
FGLJ7181227: 8579kg (48%)
JLXZ0284104: 9713kg (48%)
CXWU5484475: 10804kg (48%)
ZWWZ0364262: 12402kg (48%)
PHSU4218489: 7609kg (48%)
LFLU5508644: 11277kg (48%)
GTOJ6390593: 10484kg (48%)
JPYZ7914084: 12320kg (48%)
RUOJ9564943: 7025kg (48%)
DQQU8014690: 6875kg (48%)
SJEJ1065455: 8806kg (48%)
KBMU7096780: 11673kg (48%)
BFAZ7071923: 8257kg (48%)
HVOJ8907268: 6101kg (48%)
CAYJ0627915: 13916kg (48%)
AHRJ2871817: 14188kg (48%)
ZPLU1534243: 10397kg (48%)
DTVZ9400286: 8686kg (48%)
OHHJ8051463: 14249kg (48%)
FVPJ3347518: 6148kg (48%)
PFOZ3266046: 8717kg (48%)
WLGU6672097: 12571kg (48%)
XZXJ7625335: 9608kg (48%)
VFRU0332789: 13427kg (48%)
TLYU1930293: 9751kg (48%)
IWWJ1230977: 10598kg (48%)
PVXU4148121: 8754kg (48%)
AMKJ3391421: 13725kg (48%)
OZZU9292147: 5366kg (48%)
DWDJ3167982: 8470kg (48%)
KQBZ2004444: 10025kg (48%)
FYAJ9870410: 8856kg (48%)
ZROZ1450307: 12189kg (48%)
CAFU6701865: 8465kg (48%)
MMTZ1361458: 12687kg (48%)
JKFU9090246: 12295kg (48%)
UFLU8161303: 11506kg (48%)
JZGZ3590978: 10665kg (48%)
EQEU6311077: 5673kg (48%)
OVMZ0871838: 9476kg (48%)
YHNZ4590278: 5971kg (48%)
TSRJ2155702: 11060kg (48%)
HJSJ2166133: 7569kg (48%)
KPQJ6157921: 9674kg (48%)
HNXJ6213892: 10793kg (48%)
JPTZ8601174: 14080kg (48%)
GCPJ6685787: 9542kg (48%)
KUBJ5392079: 11155kg (48%)
NDIU0792929: 6804kg (48%)
QYAJ8611607: 13281kg (48%)
VOLU0133896: 9321kg (48%)
TEHZ4773506: 11799kg (48%)
UIMZ0170216: 13122kg (48%)
XKHJ0606745: 10693kg (48%)
KMMJ9395098: 12642kg (48%)
SBKZ7357440: 7945kg (48%)
XVJZ6242854: 14088kg (48%)
XHIZ7040191: 13707kg (48%)
FOEJ1655616: 8482kg (48%)
RPPU1871565: 7321kg (48%)
ZAYU5088262: 9033kg (48%)
SMFU1306444: 11569kg (48%)
JIQU2351475: 9652kg (48%)
JKVJ8887623: 9607kg (48%)
FHWU1486579: 10994kg (48%)
VFYU8309794: 13049kg (48%)
YTCJ9616332: 12207kg (48%)
WZKJ5876126: 6771kg (47%)
ZEBZ4726185: 7954kg (47%)
ZWJU4183841: 12522kg (47%)
SOSJ2600838: 13465kg (47%)
OSWJ7975295: 6563kg (47%)
FEUJ1775761: 13267kg (47%)
LEEU9669657: 13471kg (47%)
UPYU6976217: 13466kg (47%)
TZSJ9714814: 12984kg (47%)
KEYZ0986122: 7429kg (47%)
SYZU8347180: 11483kg (47%)
SSHJ2106721: 12927kg (47%)
HCBZ9434477: 9563kg (47%)
MIRZ2641116: 9024kg (47%)
IFNU4614937: 13435kg (47%)
RARU8364843: 6230kg (47%)
YANU4041532: 12158kg (47%)
BHOJ5578666: 13713kg (47%)
HLCJ4263506: 8003kg (47%)
WZZJ8890918: 10451kg (47%)
USZJ0858896: 10988kg (47%)
DDBZ3281607: 12803kg (47%)
TJTJ1951716: 9558kg (47%)
KQGJ8671548: 7884kg (47%)
PUWZ4300551: 13297kg (47%)
AAEZ2569629: 9596kg (47%)
QUSZ3762498: 8584kg (47%)
FCNZ8161596: 11921kg (47%)
BFIJ1107035: 10791kg (47%)
MAAU3455344: 7856kg (47%)
KNDZ2249281: 9017kg (47%)
YFAJ3948493: 12822kg (47%)
FWUZ0443316: 14078kg (47%)
UNGU9139222: 13660kg (47%)
